Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Nicaragua,NIC,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,1604,2319,4403,5001,10534,19042,27550,43212,78678,73279,85092,101312,131687,111409,116308,177024,210124,192413,217618,290351,
Netherlands,NLD,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75500,75500,260000,466200,1170966,1988000,3206000,4100000,5192200,5507000,5805000,6129000,6329000,6498007,6654000,6792000,6851000,7029097,7222770,7289580,7406700,7458570,7525016,
Norway,NOR,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23297,88541,205307,398758,671666,991349,1244536,1457265,1577430,1668231,1723355,1785676,1857724,1910720,1977129,2050460,2106975,2165221,2205861,2260605,2387661,
Nepal,NPL,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,10957,12000,17078,60177,94656,230618,311457,250602,302705,224184,503206,791961,1031000,1270000,
Nauru,NRU,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,,,,,,,,,,,
New Zealand,NZL,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4658,17267,43500,83000,191695,321000,470200,853020,914961,1022335,1092000,1178000,1272000,1316000,1410000,1450900,1530500,1583000,1647635,1697534,1764984,
OECD members,OED,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15006644,34119819,57881479,84852178.33,120501264,163756464,205225450,243930116,271119384,291489318,309735991,326597940,339955135,353041748,363964613,380122100,394560081,408708530,421502631,434431467,456223020,
Oman,OMN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,136,668,13240,20065,20177,32447,41131,58556,78217,113324,154290,177063,233234,284647,348926,422035,473070,508949,
Other small states,OSS,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418749,,794297,1004012,1209436,1352869,1598134,1700408,1835313,1926150,2029195,2112954,2169956,2231016,2371897,2693456,
Pakistan,PAK,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14600,26611,45153,168082,391629,789487,1166301,1516809,1628105,2008684,1793199,2488334,2318001,2095428,2039788,2523027,
Panama,PAN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7771,12235,15039,16746,17567,112738,150283,196190,234381,258292,282843,294739,307266,310065,316168,429931,441163,540220,535631,562413,
Peru,PER,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1078,1078,37401,93908,227610,352622,484899,570218,725563,827663,932503,1211767,1442784,1612812,1767057,1999459,2120762,2310217,2536077,2784000,3044000,
Philippines,PHL,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,21000,55000,89000,123000,265030,496151,1045716,1722407,,1791000,2146600,2572800,2900000,2900000,2985452,3399291,3788489,5920087,7936574,
Palau,PLW,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,100,97,101,111,142,239,518,898,1805,1110,1224,,,,,,
Papua New Guinea,PNG,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2987,4453,6100,7500,9200,11300,13200,15000,17000,18000,,20000,21000,
Poland,POL,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,121684,195752,875865,945159,2911152,4174003,4462686,5596000,5858498,6972130,6887676,7031055,7233854,7265546,7327918,7633078,7851422,7837958,8369218,
Pre-demographic dividend,PRE,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210716,256270,281918,367508,,608342,675421,907266,1160205,1730105,6614027,7059332,7719119,10361511,
Puerto Rico,PRI,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2427,22732,54337,86303,118268,150233,182198,426310,480293,551520,558251,573225,601570,610334,704411,686851,660077,609027,609943,671284,
"Korea, Dem. People's Rep.",PRK,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,25154,99316,260591,502030,838371,1165440,1423687,1527050,1635427,1911827,2126689,2243036,2390778,2563356,2857776,3142188,3375597,3574638,3784684,3967699,4160795,
Paraguay,PRY,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,300,500,500,3050,5600,6000,8600,12800,77435,89493,120101,136152,156576,185125,215135,246660,290264,320700,412186,562369,
West Bank and Gaza,PSE,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,7463,27172,55648,,,,155964,186380,213065,235142,274500,320684,359872,364086,364881,376911,
Pacific island small states,PSS,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8837,10820,14531,16698,17653,30845,29135,20690,22361,28676,29061,28255,23330,24883,41887,40724,
Post-demographic dividend,PST,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15491314,34777801,58291518,84516336.33,118119138,159074788,196043573,229497496,252986071,270110266,287624006,301763275,313484337,325563071,335022908,349397579,361610072,372405782,381779583,394034027,409919149,
French Polynesia,PYF,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,32,946,4551,11000,18234,23600,27671,30030,32247,36000,40200,44900,49740,51908,55443,57684,59790,62000,64000,
Qatar,QAT,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,2991,10915,25609,46773,87673,106177,144760,145787,164601,185127,215487,225472,237774,253718,256560,267906,284679,296126,
Romania,ROU,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,15800,196106,104265,377090,1090000,1952200,2517400,2812600,3000600,3283150,3541340,3790270,4016389,4262132,4449500,4754782,5089610,5277226,5684782,
Russian Federation,RUS,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,343000,675000,1589000,2900000,4900000,9280000,12900000,15700000,17634806,20923296,23745346,24950550,26881463,27522702,31103235,32062780,32857614,33893305,
Rwanda,RWA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148,1180,1704,2543,1120,2214,3942,8645,5498,2781,2917,21125,21721,21780,7501,8885,17685,
South Asia,SAS,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50327,83191,144282,256367,1387080,2357243,3303988,5629923,8660474,12508277,15470515,17720391,18859246,21716379,24615627,28905009,29260658,30728787,32060790,38670820,
Saudi Arabia,SAU,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000,34782,45982,68700,67798,218176,623116,1048098,1437718,1711598,1951457,2540151,,,6335557,6397541,6653291,6821873,6801949,7890261,
Sudan,SDN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793,1269,2065,42500,44625,,13500,17430,24789,25707,20661,28093,26376,30549,31352,32762,28782,
Senegal,SEN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,2383,7665,18028,28926,38132,47358,58720,78647,92713,95561,106733,103362,100611,98353,111795,129820,152047,153813,
Singapore,SGP,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,30000,69000,151000,270000,417100,545200,656200,787900,926000,1071200,1233500,1338400,1408200,1432800,1493400,1474000,1486200,1591900,1475700,1493600,1504000,1509700,
Solomon Islands,SLB,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,450,650,1000,1500,2000,2522,2430,2132,1884,1335,1420,1639,1166,1488,1045,1000,
Sierra Leone,SLE,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19601,29321,42314,61484,89761,123469,149406,175274,206000,242100,284428,318915,353001,395307,451263,492265,525088,586000,
San Marino,SMR,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,1076,1220,1480,1599,4900,5446,5992,6538,9902,10231,11700,11641,12000,10500,10858,11081,11000,
Somalia,SOM,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,60000,70000,82000,92000,98000,,98000,119000,
Serbia,SRB,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33486,121727,325730,457181,590586,859892,970407,1063977,1173635,1191078,1320230,1450958,1480754,1552160,1623790,1730496,
Sub-Saharan Africa (excluding high income),SSA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220205,,668216,797808,942937,1338656,1644780,2085297,2959275,3601737,3639380,4086781,4152570,4350577,5302178,6638147,
South Sudan,SSD,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,17,100,100,150,150,200,200,200,,
Sub-Saharan Africa,SSF,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221153,,671709,801225,947491,1345449,1654192,2095874,2971686,3613564,3652800,4100816,4167791,4370266,5329152,6673113,
Small states,SST,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566412,787067,1062283,1354018,1661251,1856852,2125554,2348349,2532093,2708194,2955390,3113063,3217533,3262997,3566010,4074557,
Sao Tome and Principe,STP,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,308,344,443,585,737,778,978,1100,1314,1425,1479,1557,1642,2512,
Suriname,SUR,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,216,420,1107,2656,4205,5756,9069,15143,23160,29268,37095,46400,52691,71217,71217,73176,80410,92270,
Slovak Republic,SVK,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4083,22461,78764,181538,304615,546664,604688,775056,876953,953098,1045490,1109060,1191216,1273812,1336541,1405622,1507524,1590553,1701561,
Slovenia,SVN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500,56735,57992,115069,196650,279814,344677,425294,449030,470527,494372,509336,524621,555815,569026,589324,601820,612745,627939,651604,
Sweden,SWE,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249000,587000,840000,1095000,1410000,2522000,2489000,2780298,2902833,2945093,2999537,3027459,3073174,3147615,3281408,3496240,3679768,3854837,3942088,4038725,4179574,
Eswatini,SWZ,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,1504,3658,8024,3429,4200,5100,6000,7000,8000,,10000,12000,
Sint Maarten (Dutch part),SXM,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,948,2475,3493,3417,4554,6793,9412,10577,12411,11827,13420,14035,15221,19689,26974,34966,
Syrian Arab Republic,SYR,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,2700,5218,6957,11055,34657,69817,121300,242154,346146,501194,729261,1009614,1423070,1328688,1490344,1549346,
Turks and Caicos Islands,TCA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,331,15799,19454,14689,10131,11337,5126,331,334,68,0,
East Asia & Pacific (IDA & IBRD countries),TEA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26660,366942,3378319,11467799,25585996,38842035,53495465,71349600,90439075,115076496,137814988,171435966,192705835,208232739,221606908,301263530,350329750,426570446,445595759,494484952,536164158,
Europe & Central Asia (IDA & IBRD countries),TEC,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172304,945126,2288046,5012329,11135860,18719023,27124156,34906926,41960223,47900267,54125075,60275684,62990386,68736822,72298815,79376399,83821589,88141629,94385192,
Togo,TGO,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201,1911,4166,27225,34039,41493,6915,12610,66072,48763,50550,26156,31899,52706,
Thailand,THA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613,,11611,164775,555495,893548,1293341,2072799,2624278,3251851,3895000,4519000,5192000,5440000,6229000,7219000,8208000,9189000,10108819,11478265,
Tajikistan,TJK,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,3645,3658,4400,4700,5020,5400,5800,6100,6000,6000,6000,,6000,6000,
Turkmenistan,TKM,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,465,723,1100,1400,1800,2300,3000,4000,5000,,8000,10000,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138033,609056,1496909,2381361,6017615,8209450,12759348,19738067,27261901,33075124,38486128,45578457,51001604,55835683,60770355,66141647,70584413,75779144,81034278,86124234,95548442,
Timor-Leste,TLS,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13,22,29,50,71,471,500,550,600,700,1028,1028,662,656,41,86,75,
Middle East & North Africa (IDA & IBRD countries),TMN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99517,,,1021027,1695712,2606940,3739938,5188037,7110817,9732202,11975076,14781798,15945082,18609338,25983039,28697254,30401465,35754729,
Tonga,TON,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,22,334,645,633,780,721,1000,1100,1300,1500,1700,1800,2458,3000,3000,2519,3703,5000,
South Asia (IDA & IBRD),TSA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50327,83191,144282,256367,1387080,2357243,3303988,5629923,8660474,12508277,15470515,17720391,18859246,21716379,24615627,28905009,29260658,30728787,32060790,38670820,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221153,,671709,801225,947491,1345449,1654192,2095874,2971686,3613564,3652800,4100816,4167791,4370266,5329152,6673113,
Trinidad and Tobago,TTO,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,884,4233,10803,20613,35491,85447,130057,162850,172318,201410,212498,248108,278522,255579,326776,342200,339340,376771,
Tunisia,TUN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,259,2839,17573,43845,95916,227328,372887,482204,559358,527308,519984,567539,573977,640267,801785,1014011,1190953,1334059,
Turkiye,TUR,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10915,21205,199324,577931,1589768,2773685,4753757,5756965,6450287,7098163,7591367,7868968,8893391,8866361,9504594,10499692,11924905,13407226,14231978,16734853,
Tuvalu,TUV,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,150,250,270,290,100,240,450,450,450,450,450,450,450,,,,
Tanzania,TZA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2589,2998,3394,6422,6947,7554,28268,41325,56425,84600,106000,318474,763466,861234,1039655,1135608,
Uganda,UGA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,1210,1860,4798,6000,14000,35514,38400,41500,55198,80724,92115,,,32370,58594,
Ukraine,UKR,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000,520000,800000,1600000,1907697,2955862,3170384,3644976,3996550,3945575,4978813,5125499,5239743,5405125,6784185,7769401,
Upper middle income,UMC,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147867,850282,4570652,13779636,31937450,49020407,70142090,97719379,128853882,161804090,195976969,238143667,268356251,292758996,310930090,396187923,448279165,535706886,557534128,608166356,659291861,
Uruguay,URY,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000,48539,106582,165018,244531,317484,383549,472876,580669,737078,840261,900933,921677,953281,977390,1012410,1063701,
United States,USA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705900,2754286,7069874,12792812,19881549,27744342,37352520,51156350,60237701,71704000,77130000,79992000,84522000,88317000,92514000,96032000,97810000,102212000,105714000,108200000,110756000,114269000,121176000,
Uzbekistan,UZB,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2757,5514,8271,8639,19180,65960,88735,118000,147760,220575,306300,820450,1787786,2746360,3320210,4123508,4597265,4820009,
St. Vincent and the Grenadines,VCT,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,1086,1146,1320,3647,5618,7972,9364,11507,12502,13249,13616,14604,14716,16960,21865,19273,24613,21715,24733,
"Venezuela, RB",VEN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4473,36636,78151,116997,210209,356198,537628,857812,1115121,1401548,1673076,1815638,2036709,2233431,2400083,2589713,2613991,2607829,2604578,2560994,2561556,
British Virgin Islands,VGB,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7690,6879,7301,7435,6182,6393,6660,6218,5003,4715,5929,6738,
Virgin Islands (U.S.),VIR,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484,2967,,5933,7416,9000,9100,,,9100,9100,9000,,,,,,
Vietnam,VNM,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,9180,52709,210024,516569,1294111,2048953,3214179,3669321,3838206,4775368,5152576,6000527,7657619,9098288,11269936,12994451,14802380,16699249,
Vanuatu,VUT,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,23,59,95,130,200,500,500,337,310,310,4569,4297,4386,,,7888,2785,
World,WLD,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37087722,66043023,103670752.3,158047751,219835680,284312184,352980890,414931448,474302685,531768684,597998487,648909075,689543829,725483711,840118980,916774128,1025557471,1068308511,1141777264,1229181671,
Samoa,WSM,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,65,98,130,160,200,200,,1084,1238,2021,2084,2169,1692,1692,1692,1692,
Kosovo,XKX,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498,2781,11000,26000,54000,84000,109000,167300,256800,340000,395000,276219,369004,386330,382000,391000,
South Africa,ZAF,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2669,20313,60000,165290,335112,378000,426000,481000,743000,907000,1107200,1615210,1706313,1409347,1150770,1123189,1107013,1250356,1303057,
Zambia,ZMB,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,31,48,91,250,250,2339,4000,5703,10702,10267,16415,14999,13447,20521,23390,31784,35912,72228,88891,82317,
Zimbabwe,ZWE,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,2847,6386,8967,10185,10200,15210,18000,47130,33000,34000,71905,103916,152234,163987,170838,187310,203056,204424,203461,
